distriid	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	count	ontime	late	verylate	ontimeaddedtime	lateaddedtime	verylateaddedtime	ontimeissues	lateissues	verylateissues	nomprovincia	distriname	casos
2273	R1-299	08	2.0A	C3	5	223	223	0	0	4544.0	0.0	0.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40987,41023,41166,41645,41682,41691,41696,41737,41848,41927,41950,41993,41995,41998,42119,42353,42358,42369,42377,42399,42413,42420,42428,42460,42747,42785,42787,42791,42796,42803,42828,42829,42841,42846,42847,42852,43031,43032,43054,43067,43074,43075,43078,43088,43093,43102,43107,43141,43159,43160,43162,43176,43181,43189,43191,43194,43198,43441,43452,43466,43480,43482,43491,43507,43532,43551,43769,43772,43795,43804,43823,43835,43838,43843,43854,43857,43861,43867,43878,43884,43894,43895,43901,43903,43905,43913,43921,43924,43957,43960,43961,44112,44142,44154,44164,44173,44174,44176,44177,44178,44188,44189,44195,44211,44212,44213,44214,44218,44219,44223,44225,44228,44242,44243,44251,44254,44255,44257,44261,44262,44264,44268,44273,44276,44277,44285,44288,44296,44307,44308,44312,44315,44316,44317,44318,44319,44327,44358,44462,44467,44490,44500,44501,44515,44529,44535,44543,44545,44549,44550,44554,44563,44573,44578,44585,44586,44590,44591,44595,44596,44600,44604,44605,44607,44610,44612,44616,44624,44627,44632,44639,44640,44647,44649,44659,44666,44668,44671,44677,44684,44686,44699,44721,44743,44922,44930,44933,44936,44939,44949,44951,44952,44978,44984,44989,44990,44992,45000,45009,45017,45018,45040,45043,45044,45057,45062,45079,45080,45081,45358,45366,45368,45395,45400,45412,45425,45437,45442,45445,45456,45965,46052,46071
2273	R1-299	08	2.0A	C4	5	2	2	0	0	19.0	0.0	0.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44488,44717
2273	R1-299	08	2.0DHA	C3	5	19	19	0	0	482.0	0.0	0.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40944,41045,41928,42763,42804,42857,43108,43522,43758,43808,43877,43932,43937,43938,44248,44266,44560,44634,45399
2273	R1-299	08	2.1A	C3	5	8	8	0	0	152.0	0.0	0.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42832,43087,43540,43951,44275,44465,44642,44973
2273	R1-299	08	2.1DHA	C3	5	2	2	0	0	57.0	0.0	0.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42066,45060
2273	R1-299	08	3.0A	C3	3	2	2	0	0	21.0	0.0	0.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43538,43849
2273	R1-299	08	3.0A	C3	4	10	10	0	0	133.0	0.0	0.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43065,43469,43471,43831,43846,44536,44568,44958,45055,45462
2273	R1-299	08	3.0A	C4	4	1	1	0	0	6.0	0.0	0.0	0	0	0	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45110
2273	R1-299	11	2.0A	C3	5	1	1	0	0	43.0	0.0	0.0	0	0	0	Cádiz	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42727
2273	R1-299	14	2.0A	C3	5	3	3	0	0	71.0	0.0	0.0	0	0	0	Córdoba	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43927,43943,43949
2273	R1-299	17	2.0A	C3	5	39	39	0	0	1063.0	0.0	0.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41604,41608,41989,42008,42122,42351,42363,42371,42389,42450,42461,42670,42722,42776,43111,43124,43128,43183,43477,43486,43890,43892,43918,44198,44221,44232,44249,44267,44357,44594,44646,44674,44740,44923,44962,44975,44998,45068,45486
2273	R1-299	17	2.0DHA	C3	5	3	3	0	0	42.0	0.0	0.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42859,44655,44945
2273	R1-299	17	3.0A	C3	4	2	2	0	0	18.0	0.0	0.0	0	0	0	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44209,44505
2273	R1-299	18	2.0A	C3	5	3	3	0	0	106.0	0.0	0.0	0	0	0	Granada	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41673,42408,44957
2273	R1-299	18	2.0DHA	C3	5	1	1	0	0	11.0	0.0	0.0	0	0	0	Granada	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44929
2273	R1-299	21	2.0A	C3	5	3	3	0	0	69.0	0.0	0.0	0	0	0	Huelva	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42433,44263,44697
2273	R1-299	21	2.0DHA	C3	5	1	1	0	0	2.0	0.0	0.0	0	0	0	Huelva	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45461
2273	R1-299	22	2.0A	C3	5	2	2	0	0	60.0	0.0	0.0	0	0	0	Huesca	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43148,44281
2273	R1-299	22	2.0DHA	C3	5	2	2	0	0	57.0	0.0	0.0	0	0	0	Huesca	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43066,45030
2273	R1-299	25	2.0A	C3	5	10	10	0	0	207.0	0.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42041,42386,42784,43876,44114,44131,44166,44621,44650,45950
2273	R1-299	25	2.0DHA	C3	5	2	2	0	0	46.0	0.0	0.0	0	0	0	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43095,44162
2273	R1-299	28	2.0A	C3	5	1	1	0	0	14.0	0.0	0.0	0	0	0	Madrid	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44220
2273	R1-299	29	2.0A	C3	5	5	5	0	0	169.0	0.0	0.0	0	0	0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41965,42322,43116,43815,43819
2273	R1-299	29	2.0DHA	C3	5	1	1	0	0	46.0	0.0	0.0	0	0	0	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42760
2273	R1-299	41	2.0A	C3	5	12	12	0	0	199.0	0.0	0.0	0	0	0	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42872,43150,43158,43190,43544,43919,44207,44244,44556,44574,44739,44955
2273	R1-299	41	2.0DHA	C3	5	1	1	0	0	30.0	0.0	0.0	0	0	0	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43059
2273	R1-299	43	2.0A	C3	5	21	21	0	0	406.0	0.0	0.0	0	0	0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	41951,42417,43172,43186,43187,43516,43868,43871,43898,44132,44158,44159,44183,44186,44278,44525,44532,44648,44959,45095,45501
2273	R1-299	43	2.0A	C4	5	1	1	0	0	11.0	0.0	0.0	0	0	0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44374
2273	R1-299	43	2.0DHA	C3	5	3	3	0	0	57.0	0.0	0.0	0	0	0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42861,43914,45389
2273	R1-299	43	3.0A	C3	4	1	1	0	0	8.0	0.0	0.0	0	0	0	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45036
2273	R1-299	44	2.0A	C3	5	1	1	0	0	1.0	0.0	0.0	0	0	0	Teruel	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45982
2273	R1-299	44	2.0DHA	C3	5	1	1	0	0	24.0	0.0	0.0	0	0	0	Teruel	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43509
2273	R1-299	50	2.0A	C3	5	11	11	0	0	264.0	0.0	0.0	0	0	0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	40957,42367,43133,43185,43555,43818,44236,44295,44658,45051,45076
2273	R1-299	50	2.0A	C4	5	1	1	0	0	0.0	0.0	0.0	0	0	0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	46138
2273	R1-299	50	2.0DHA	C3	5	1	1	0	0	11.0	0.0	0.0	0	0	0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44206
2273	R1-299	50	2.1A	C3	5	1	1	0	0	10.0	0.0	0.0	0	0	0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	45078
2273	R1-299	50	3.0A	C3	4	1	1	0	0	14.0	0.0	0.0	0	0	0	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44246
2437	R1-005	33	2.0A	C3	5	1	1	0	0	17.0	0.0	0.0	0	0	0	Asturias	E.ON DISTRIBUCION S.L.	43939
2437	R1-005	33	2.0DHA	C3	5	1	1	0	0	3.0	0.0	0.0	0	0	0	Asturias	E.ON DISTRIBUCION S.L.	44602
2437	R1-005	34	2.0A	C3	5	1	1	0	0	14.0	0.0	0.0	0	0	0	Palencia	E.ON DISTRIBUCION S.L.	43481
2437	R1-005	39	2.0A	C3	5	2	2	0	0	50.0	0.0	0.0	0	0	0	Cantabria	E.ON DISTRIBUCION S.L.	43121,43513
2280	R1-001	01	2.0A	C3	5	1	1	0	0	22.0	0.0	0.0	0	0	0	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44548
2280	R1-001	02	2.0A	C3	5	4	4	0	0	37.0	0.0	0.0	0	0	0	Albacete	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44303,44373,44524,44636
2280	R1-001	03	2.0A	C3	5	19	19	0	0	511.0	0.0	0.0	0	0	0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40916,42323,42337,42338,42340,42781,43192,43529,43954,43955,44193,44306,44321,44499,44628,44669,44672,44698,44965
2280	R1-001	03	2.0DHA	C3	5	1	1	0	0	6.0	0.0	0.0	0	0	0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44491
2280	R1-001	03	2.1A	C3	5	1	1	0	0	21.0	0.0	0.0	0	0	0	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43847
2280	R1-001	06	2.0DHA	C3	5	1	1	0	0	12.0	0.0	0.0	0	0	0	Badajoz	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44217
2280	R1-001	09	2.0A	C3	5	1	1	0	0	15.0	0.0	0.0	0	0	0	Burgos	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44210
2280	R1-001	10	2.0A	C3	5	1	1	0	0	35.0	0.0	0.0	0	0	0	Cáceres	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43485
2280	R1-001	12	2.0A	C3	5	12	12	0	0	176.0	0.0	0.0	0	0	0	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42858,43929,43930,43931,44160,44161,44665,44679,45059,45063,45077,46015
2280	R1-001	12	2.0DHA	C3	5	1	1	0	0	6.0	0.0	0.0	0	0	0	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44572
2280	R1-001	16	2.0DHA	C3	5	1	1	0	0	49.0	0.0	0.0	0	0	0	Cuenca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42806
2280	R1-001	19	2.0A	C3	5	2	2	0	0	30.0	0.0	0.0	0	0	0	Guadalajara	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44287,45004
2280	R1-001	20	2.0A	C3	5	1	1	0	0	31.0	0.0	0.0	0	0	0	Gipuzkoa	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42728
2280	R1-001	20	2.0DHA	C3	5	1	1	0	0	43.0	0.0	0.0	0	0	0	Gipuzkoa	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42839
2280	R1-001	26	2.0A	C3	5	6	6	0	0	94.0	0.0	0.0	0	0	0	La Rioja	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41657,43492,43973,44179,44566,44567
2280	R1-001	28	2.0A	C3	5	44	44	0	0	896.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	41952,42347,42365,42427,42795,42811,43091,43126,43170,43196,43462,43463,43488,43495,43860,43896,43948,43953,44155,44157,44185,44222,44235,44253,44258,44279,44286,44293,44294,44305,44313,44508,44511,44540,44564,44935,44942,44961,44964,44968,44995,45013,45027,45045
2280	R1-001	28	2.0A	C4	5	2	2	0	0	7.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45313,45315
2280	R1-001	28	2.0DHA	C3	5	4	4	0	0	112.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43458,43523,44172,44637
2280	R1-001	28	3.0A	C3	4	1	1	0	0	13.0	0.0	0.0	0	0	0	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44629
2280	R1-001	30	2.0A	C3	5	5	5	0	0	140.0	0.0	0.0	0	0	0	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42824,42825,43891,43925,44614
2280	R1-001	31	2.0A	C3	5	11	11	0	0	275.0	0.0	0.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42113,42800,42801,42840,43459,43935,44533,44575,44606,44618,44681
2280	R1-001	31	2.0DHA	C3	5	1	1	0	0	51.0	0.0	0.0	0	0	0	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42465
2280	R1-001	37	2.0A	C3	5	1	1	0	0	21.0	0.0	0.0	0	0	0	Salamanca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44311
2280	R1-001	37	2.0DHA	C3	5	1	1	0	0	4.0	0.0	0.0	0	0	0	Salamanca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44203
2280	R1-001	45	2.0A	C3	5	2	2	0	0	42.0	0.0	0.0	0	0	0	Toledo	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43904,44297
2280	R1-001	46	2.0A	C3	5	45	43	1	1	949.0	68.0	84.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	40216,41029,41856,41906,42011,42073,42430,42669,42759,42819,43058,43117,43123,43139,43447,43448,43451,43454,43476,43490,43499,43518,43543,43550,43813,43875,43910,44202,44216,44320,44352,44354,44367,44495,44517,44565,44626,44644,44676,44689,44921,45035,45061,45082,45545
2280	R1-001	46	2.0A	C4	5	3	3	0	0	6.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45528,45531,45533
2280	R1-001	46	3.0A	C3	4	1	1	0	0	0.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44237
2280	R1-001	46	3.0A	C4	4	1	1	0	0	5.0	0.0	0.0	0	0	0	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	45111
2280	R1-001	48	2.0A	C3	5	5	5	0	0	46.0	0.0	0.0	0	0	0	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43816,43920,44691,45021,45470
2280	R1-001	49	2.0A	C3	5	1	1	0	0	47.0	0.0	0.0	0	0	0	Zamora	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42140
40013	R1-025	14	2.0A	C3	5	1	1	0	0	49.0	0.0	0.0	0	0	0	Córdoba	INDUSTRIAS PECUARIAS DE LOS PEDROCHES, S.A.	41672
16391	R1-028	41	2.0DHA	C3	5	1	1	0	0	19.0	0.0	0.0	0	0	0	Sevilla	MEDINA GARVEY, S.A.	43343
6298	R1-021	11	2.0A	C3	5	1	1	0	0	14.0	0.0	0.0	0	0	0	Cádiz	SUMINISTRADORA ELECTRICA DE CADIZ, S.A.	43539
2316	R1-002	13	2.0A	C3	5	2	2	0	0	7.0	0.0	0.0	0	0	0	Ciudad Real	UNIÓN FENOSA DISTRIBUCIÓN S.A.	44592,45529
2316	R1-002	15	2.0A	C3	5	3	3	0	0	50.0	0.0	0.0	0	0	0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42750,43821,44168
2316	R1-002	15	2.0DHA	C3	5	1	1	0	0	28.0	0.0	0.0	0	0	0	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	44289
2316	R1-002	16	2.0A	C3	5	1	1	0	0	28.0	0.0	0.0	0	0	0	Cuenca	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42753
2316	R1-002	19	2.0A	C3	5	1	1	0	0	35.0	0.0	0.0	0	0	0	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	43053
2316	R1-002	24	2.0A	C3	5	1	1	0	0	41.0	0.0	0.0	0	0	0	León	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42860
2316	R1-002	28	2.0A	C3	5	23	23	0	0	398.0	0.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40699,42436,43109,43444,43501,43512,43524,43553,43611,43824,43881,43893,43950,44234,44252,44265,44270,44282,44512,44557,44561,45026,45071
2316	R1-002	28	2.0DHA	C3	5	6	6	0	0	122.0	0.0	0.0	0	0	0	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	40964,43101,43852,44302,44663,45409
2316	R1-002	32	2.0A	C3	5	1	1	0	0	56.0	0.0	0.0	0	0	0	Ourense	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42842
2316	R1-002	36	2.0A	C3	5	2	2	0	0	28.0	0.0	0.0	0	0	0	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	43941,44522
2316	R1-002	36	2.0DHA	C3	5	3	3	0	0	82.0	0.0	0.0	0	0	0	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42856,43504,45033
2316	R1-002	49	2.0A	C4	5	1	1	0	0	7.0	0.0	0.0	0	0	0	Zamora	UNIÓN FENOSA DISTRIBUCIÓN S.A.	45131
