distriid	refdistribuidora	codiprovincia	tarname	tipocambio	tipopunto	nreq	nomprovincia	distriname	casos
2273	R1-299	08	2.0A	C3	5	316	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42724,42730,42733,42736,42737,42738,42739,42746,42747,42765,42767,42768,42769,42773,42777,42779,42783,42785,42786,42787,42790,42791,42794,42796,42797,42798,42802,42803,42805,42807,42809,42810,42812,42814,42816,42817,42818,42826,42828,42829,42831,42834,42835,42836,42841,42844,42846,42847,42849,42852,42853,42854,42862,42865,42866,42867,42869,42873,42874,42883,42918,42919,42932,43028,43029,43031,43032,43052,43054,43057,43060,43061,43063,43067,43070,43072,43074,43075,43076,43077,43078,43082,43086,43088,43090,43093,43096,43099,43102,43104,43107,43110,43112,43115,43118,43119,43131,43140,43141,43143,43147,43149,43152,43153,43154,43159,43160,43161,43162,43164,43173,43174,43176,43179,43180,43181,43184,43188,43189,43191,43193,43194,43195,43198,43201,43202,43220,43224,43345,43348,43354,43441,43450,43452,43453,43464,43465,43466,43467,43474,43479,43480,43482,43483,43487,43491,43496,43506,43507,43510,43511,43515,43520,43521,43526,43528,43531,43532,43534,43542,43546,43547,43548,43549,43551,43552,43556,43589,43590,43593,43594,43596,43599,43769,43772,43780,43781,43782,43783,43784,43794,43795,43804,43807,43809,43811,43814,43823,43825,43826,43827,43829,43830,43832,43833,43835,43837,43838,43839,43843,43844,43851,43854,43855,43857,43861,43865,43867,43878,43880,43884,43885,43894,43895,43899,43900,43901,43903,43905,43906,43908,43909,43911,43913,43921,43924,43926,43936,43942,43944,43946,43952,43956,43957,43958,43960,43961,43962,43980,43981,43982,44108,44112,44113,44124,44129,44141,44142,44154,44156,44163,44164,44167,44173,44174,44176,44177,44178,44180,44181,44188,44189,44190,44191,44192,44195,44199,44200,44208,44211,44212,44213,44214,44218,44219,44223,44224,44225,44228,44229,44230,44231,44242,44243,44245,44251,44254,44255,44257,44261,44262,44264,44268,44273,44276,44277,44280,44284,44285,44288,44290,44296,44298,44300,44301,44304,44307,44308,44309,44310,44312,44315,44316,44317,44318,44319
2273	R1-299	08	2.0A	C4	5	6	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43051,43347,43383,43558,43790,44111
2273	R1-299	08	2.0DHA	C3	5	19	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42731,42763,42804,42857,43100,43108,43522,43758,43768,43806,43808,43864,43877,43932,43937,43938,44248,44266,44274
2273	R1-299	08	2.1A	C3	5	10	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42752,42832,43087,43484,43530,43540,43541,43951,44197,44275
2273	R1-299	08	2.1DHA	C3	5	1	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42871
2273	R1-299	08	3.0A	C3	3	2	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43538,43849
2273	R1-299	08	3.0A	C3	4	8	Barcelona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42748,43065,43469,43471,43503,43514,43831,43846
2273	R1-299	11	2.0A	C3	5	1	Cádiz	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42727
2273	R1-299	14	2.0A	C3	5	4	Córdoba	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43146,43927,43943,43949
2273	R1-299	17	2.0A	C3	5	42	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42670,42722,42744,42766,42775,42776,42830,42892,43049,43064,43085,43111,43113,43124,43128,43166,43183,43361,43477,43486,43497,43612,43613,43614,43793,43805,43834,43841,43842,43890,43892,43918,44165,44196,44198,44221,44232,44247,44249,44256,44267,44271
2273	R1-299	17	2.0A	C4	5	3	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43384,43775,43777
2273	R1-299	17	2.0DHA	C3	5	1	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42859
2273	R1-299	17	3.0A	C3	4	1	Girona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44209
2273	R1-299	18	2.0A	C3	5	3	Granada	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42745,43134,43475
2273	R1-299	21	2.0A	C3	5	1	Huelva	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44263
2273	R1-299	22	2.0A	C3	5	4	Huesca	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42917,43127,43148,44281
2273	R1-299	22	2.0DHA	C3	5	1	Huesca	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43066
2273	R1-299	25	2.0A	C3	5	20	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42735,42784,42870,42916,43050,43068,43071,43221,43344,43502,43505,43770,43850,43866,43876,43907,43947,44114,44131,44166
2273	R1-299	25	2.0A	C4	5	1	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43759
2273	R1-299	25	2.0DHA	C3	5	4	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43079,43095,43820,44162
2273	R1-299	25	2.1A	C3	5	1	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44187
2273	R1-299	25	3.0A	C3	4	2	Lleida	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42823,43125
2273	R1-299	28	2.0A	C3	5	1	Madrid	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44220
2273	R1-299	29	2.0A	C3	5	4	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43116,43815,43819,43845
2273	R1-299	29	2.0DHA	C3	5	1	Málaga	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42760
2273	R1-299	35	2.0A	C3	5	14	Las Palmas	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42726,42732,42772,42778,42864,43199,43500,43545,43922,43934,43940,43945,44194,44292
2273	R1-299	38	2.0A	C3	5	3	Santa Cruz de Tenerife	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42863,43156,43169
2273	R1-299	38	2.1A	C3	5	1	Santa Cruz de Tenerife	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43489
2273	R1-299	41	2.0A	C3	5	18	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42762,42868,42872,43142,43150,43158,43175,43190,43435,43442,43544,43796,43812,43919,44207,44233,44244,44269
2273	R1-299	41	2.0DHA	C3	5	1	Sevilla	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43059
2273	R1-299	43	2.0A	C3	5	30	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42774,42782,43097,43098,43172,43186,43187,43436,43456,43473,43516,43836,43863,43868,43871,43898,43933,43959,43974,43999,44109,44132,44158,44159,44183,44186,44204,44241,44259,44278
2273	R1-299	43	2.0A	C4	5	2	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43340,44324
2273	R1-299	43	2.0DHA	C3	5	3	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42861,43828,43914
2273	R1-299	43	3.0A	C3	4	1	Tarragona	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42725
2273	R1-299	44	2.0A	C3	5	1	Teruel	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43562
2273	R1-299	44	2.0DHA	C3	5	1	Teruel	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	43509
2273	R1-299	50	2.0A	C3	5	11	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42741,42755,43073,43094,43133,43185,43555,43817,43818,44236,44295
2273	R1-299	50	2.0DHA	C3	5	1	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	44206
2273	R1-299	50	2.1A	C3	5	1	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42848
2273	R1-299	50	3.0A	C3	4	2	Zaragoza	ENDESA DISTRIBUCIÓN ELÉCTRICA S. L.	42808,44246
2437	R1-005	33	2.0A	C3	5	1	Asturias	E.ON DISTRIBUCION S.L.	43939
2437	R1-005	34	2.0A	C3	5	1	Palencia	E.ON DISTRIBUCION S.L.	43481
2437	R1-005	39	2.0A	C3	5	3	Cantabria	E.ON DISTRIBUCION S.L.	42754,43121,43513
2437	R1-005	39	2.0A	C4	5	1	Cantabria	E.ON DISTRIBUCION S.L.	44128
2301	R1-018	08	2.0A	C3	5	2	Barcelona	ESTABANELL Y PAHISA ENERGIA	43902,44182
2301	R1-018	08	2.0DHA	C3	5	1	Barcelona	ESTABANELL Y PAHISA ENERGIA	43455
2280	R1-001	01	2.0A	C3	5	1	Araba	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42771
2280	R1-001	02	2.0A	C3	5	2	Albacete	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43897,44303
2280	R1-001	03	2.0A	C3	5	11	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42781,42837,43177,43192,43529,43853,43954,43955,44193,44306,44321
2280	R1-001	03	2.0A	C4	5	1	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43771
2280	R1-001	03	2.0DHA	C3	5	1	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42758
2280	R1-001	03	2.1A	C3	5	1	Alacant	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43847
2280	R1-001	06	2.0DHA	C3	5	1	Badajoz	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44217
2280	R1-001	09	2.0A	C3	5	3	Burgos	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43197,43856,44210
2280	R1-001	10	2.0A	C3	5	1	Cáceres	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43485
2280	R1-001	12	2.0A	C3	5	10	Castelló	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42729,42764,42858,43084,43167,43929,43930,43931,44160,44161
2280	R1-001	16	2.0DHA	C3	5	1	Cuenca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42806
2280	R1-001	19	2.0A	C3	5	1	Guadalajara	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44287
2280	R1-001	20	2.0A	C3	5	1	Gipuzkoa	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42728
2280	R1-001	20	2.0DHA	C3	5	1	Gipuzkoa	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42839
2280	R1-001	24	2.0A	C3	5	1	León	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43438
2280	R1-001	26	2.0A	C3	5	5	La Rioja	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42743,43157,43492,43973,44179
2280	R1-001	28	2.0A	C3	5	42	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42780,42795,42811,42827,42843,43062,43091,43103,43126,43144,43163,43170,43196,43443,43446,43462,43463,43470,43488,43495,43860,43896,43948,43953,44155,44157,44169,44175,44185,44215,44222,44235,44238,44253,44258,44279,44286,44293,44294,44305,44313,44314
2280	R1-001	28	2.0A	C4	5	7	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43219,43337,43338,43355,43356,43357,43379
2280	R1-001	28	2.0DHA	C3	5	4	Madrid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42906,43458,43523,44172
2280	R1-001	30	2.0A	C3	5	5	Murcia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42824,42825,43083,43891,43925
2280	R1-001	31	2.0A	C3	5	10	Navarra	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42721,42788,42800,42801,42840,43178,43459,43478,43935,44205
2280	R1-001	37	2.0A	C3	5	1	Salamanca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44311
2280	R1-001	37	2.0DHA	C3	5	1	Salamanca	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	44203
2280	R1-001	39	2.0A	C3	5	1	Cantabria	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43155
2280	R1-001	42	2.0A	C3	5	1	Soria	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43069
2280	R1-001	45	2.0A	C3	5	2	Toledo	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43904,44297
2280	R1-001	46	2.0A	C3	5	46	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42669,42759,42819,43056,43058,43081,43089,43117,43123,43130,43132,43135,43138,43139,43145,43165,43439,43440,43445,43447,43448,43451,43454,43468,43476,43490,43493,43499,43518,43543,43550,43615,43778,43813,43875,43879,43910,43915,43917,43928,44201,44202,44216,44240,44272,44320
2280	R1-001	46	2.1A	C3	5	1	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43888
2280	R1-001	46	2.1DHA	C3	5	1	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42734
2280	R1-001	46	3.0A	C3	4	3	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42757,43114,44237
2280	R1-001	46	3.1A	C3	5	1	València	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42850
2280	R1-001	47	2.0A	C3	5	3	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42770,43171,43554
2280	R1-001	47	2.0A	C4	5	2	Valladolid	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	43217,43218
2280	R1-001	48	2.0A	C3	5	3	Bizkaia	IBERDROLA DISTRIBUCIÓN ELÉCTRICA, S.A.U	42815,43816,43920
41217	R1-146	04	2.0DHA	C3	5	1	Almería	JOSÉ FERRE SEGURA E HIJOS, S.R.L.	43882
16391	R1-028	41	2.0DHA	C3	5	1	Sevilla	MEDINA GARVEY, S.A.	43343
6298	R1-021	11	2.0A	C3	5	1	Cádiz	SUMINISTRADORA ELECTRICA DE CADIZ, S.A.	43539
2316	R1-002	13	2.0A	C3	5	1	Ciudad Real	UNIÓN FENOSA DISTRIBUCIÓN S.A.	43472
2316	R1-002	15	2.0A	C3	5	4	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42750,43821,43886,44168
2316	R1-002	15	2.0DHA	C3	5	1	A Coruña	UNIÓN FENOSA DISTRIBUCIÓN S.A.	44289
2316	R1-002	16	2.0A	C3	5	1	Cuenca	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42753
2316	R1-002	19	2.0A	C3	5	2	Guadalajara	UNIÓN FENOSA DISTRIBUCIÓN S.A.	43053,43912
2316	R1-002	24	2.0A	C3	5	1	León	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42860
2316	R1-002	28	2.0A	C3	5	33	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42740,42742,42749,42761,42789,42833,43092,43105,43109,43151,43200,43358,43382,43444,43494,43501,43512,43524,43527,43553,43611,43822,43824,43872,43881,43893,43950,44184,44234,44252,44265,44270,44282
2316	R1-002	28	2.0DHA	C3	5	6	Madrid	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42813,42821,43101,43852,44299,44302
2316	R1-002	32	2.0A	C3	5	1	Ourense	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42842
2316	R1-002	36	2.0A	C3	5	3	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42851,42855,43941
2316	R1-002	36	2.0DHA	C3	5	2	Pontevedra	UNIÓN FENOSA DISTRIBUCIÓN S.A.	42856,43504
